"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL32147";"2'-HYDROXYCHALCONE";"2'-Hydroxychalcone";"Small molecule";"";"224.26";"63";"132";"3.29";"37.30";"2";"1";"0";"3";"N";"0.64";"7.19";"None";"4.24";"3.83";"2";"MOL";"-1";"17";"2";"1";"0";"224.0837";"0.30";"NEUTRAL";"C15H12O2";"O=C(/C=C/c1ccccc1)c1ccccc1O";"AETKQQBRKSELEL-ZHACJKMWSA-N"
"CHEMBL5180782";"";"";"";"";"474.49";"10";"38";"3.75";"96.17";"7";"2";"0";"5";"N";"0.58";"13.87";"5.88";"3.13";"3.12";"3";"MOL";"0";"34";"8";"2";"0";"474.1991";"-1.60";"NEUTRAL";"C23H25F3N6O2";"Cn1cc(-c2cccc(C(=O)Nc3cc(N4CC[C@@H](C(C)(C)O)C4)ncc3C(F)(F)F)n2)cn1";"HRRUGRNBEPWHFW-OAHLLOKOSA-N"
"CHEMBL222451";"";"";"Small molecule";"";"434.54";"1";"1";"6.60";"41.57";"3";"1";"1";"6";"N";"0.37";"11.99";"None";"7.46";"7.46";"4";"MOL";"-1";"33";"4";"1";"1";"434.1994";"-0.81";"NEUTRAL";"C29H26N2O2";"CCc1ccc(N2C(=O)c3ccccc3NC2c2ccc(OCc3ccccc3)cc2)cc1";"VFHMVEMCNRRLPH-UHFFFAOYSA-N"
"CHEMBL2238484";"";"";"Small molecule";"";"292.34";"1";"1";"3.20";"58.20";"2";"2";"0";"3";"N";"0.85";"12.70";"None";"2.26";"2.26";"2";"MOL";"-1";"22";"4";"2";"0";"292.1212";"-0.73";"NEUTRAL";"C18H16N2O2";"CC1=C(C(=O)c2ccccc2)C(c2ccccc2)NC(=O)N1";"AXQTZQLONJUTAN-UHFFFAOYSA-N"
"CHEMBL3891465";"";"";"Small molecule";"";"352.82";"9";"27";"5.41";"35.53";"3";"0";"1";"5";"N";"0.45";"None";"None";"5.17";"5.17";"3";"MOL";"-1";"25";"3";"0";"1";"352.0866";"-0.27";"NEUTRAL";"C21H17ClO3";"COc1cc(/C=C/C(=O)c2ccc3ccccc3c2)cc(Cl)c1OC";"FENLVBNHYJPVDC-JXMROGBWSA-N"
"CHEMBL93496";"";"SJ000150489";"Small molecule";"";"355.48";"11";"21";"3.58";"49.77";"4";"1";"0";"11";"N";"0.63";"None";"8.56";"3.75";"2.57";"2";"MOL";"-1";"26";"4";"1";"0";"355.2147";"-0.68";"BASE";"C22H29NO3";"CCN(CC)CC(O)COc1ccccc1C(=O)CCc1ccccc1";"XBYIRYDJOVXGAL-UHFFFAOYSA-N"
"CHEMBL4866559";"";"";"Unknown";"";"393.44";"3";"4";"4.17";"61.14";"5";"0";"0";"5";"N";"0.65";"None";"None";"3.19";"3.19";"3";"MOL";"-1";"29";"6";"0";"0";"393.1576";"-0.86";"NEUTRAL";"C23H23NO5";"COc1cc2c(cc1OC)CN(C(=O)c1ccc(-c3ccccc3OC)o1)CC2";"CKQMSSUMVWQLMZ-UHFFFAOYSA-N"
"CHEMBL4845676";"";"";"Unknown";"";"602.91";"2";"2";"6.43";"69.56";"5";"1";"2";"3";"N";"0.40";"None";"7.09";"4.97";"4.80";"1";"MOL";"-1";"44";"6";"1";"2";"602.4560";"1.79";"NEUTRAL";"C38H58N4O2";"CCN1CCN(C(=O)[C@]23CCC(C)(C)C[C@H]2C2=CC[C@@H]4[C@@]5(C)Cc6nccnc6[C@@](C)(CO)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3)CC1";"HCDMKVQHPXGODU-UAAYHQKXSA-N"
"CHEMBL4746918";"";"";"Unknown";"";"379.46";"1";"2";"4.92";"55.11";"6";"1";"0";"5";"N";"0.50";"None";"None";"5.46";"5.46";"4";"MOL";"-1";"27";"5";"1";"0";"379.1267";"-2.43";"NEUTRAL";"C20H18FN5S";"Cc1ccc(CSc2nc3nc(C)cc(Nc4ccc(F)cc4)n3n2)cc1";"RPASNPKYDLMMPU-UHFFFAOYSA-N"
"CHEMBL67166";"SPHINGOSINE";"D-Sphingosine";"Small molecule";"";"299.50";"60";"162";"3.92";"66.48";"3";"3";"0";"15";"N";"0.32";"None";"9.23";"4.57";"2.75";"0";"MOL";"-1";"21";"3";"4";"0";"299.2824";"1.48";"BASE";"C18H37NO2";"CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)CO";"WWUZIQQURGPMPG-KRWOKUGFSA-N"
"CHEMBL5089623";"";"";"Unknown";"";"330.36";"4";"12";"3.10";"74.44";"4";"1";"0";"3";"N";"0.94";"None";"1.00";"3.24";"3.24";"2";"MOL";"-1";"24";"5";"2";"0";"330.1380";"-0.01";"NEUTRAL";"C18H19FN2O3";"COc1ccc(-c2cc(C(N)=O)nc3c2CCC(C)(C)O3)c(F)c1";"BGZMSLRKXOWQCL-UHFFFAOYSA-N"
"CHEMBL4872789";"";"";"Unknown";"";"615.73";"6";"9";"6.77";"108.84";"8";"3";"2";"10";"N";"0.16";"8.45";"8.10";"6.55";"6.16";"5";"MOL";"-1";"46";"9";"3";"2";"615.2846";"-1.07";"NEUTRAL";"C37H37N5O4";"COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccc(C)c(Nc4nccc(-c5ccccc5O)n4)c3)cc1)CC2";"OFKHLRHBXHXTQK-UHFFFAOYSA-N"
"CHEMBL5075024";"";"";"Unknown";"";"450.58";"4";"5";"4.94";"76.58";"6";"1";"0";"4";"N";"0.71";"11.12";"0.40";"3.07";"3.07";"2";"MOL";"-1";"33";"7";"1";"0";"450.2631";"-0.28";"NEUTRAL";"C26H34N4O3";"CC(C)O[C@H]1CC[C@H](C(=O)N2Cc3nccnc3Nc3ccc(C4CCOCC4)cc32)CC1";"KRIBUWKFTGOOCP-XUTJKUGGSA-N"
"CHEMBL5083385";"";"";"Unknown";"";"476.62";"4";"5";"5.19";"66.93";"6";"1";"1";"4";"N";"0.65";"12.75";"5.48";"4.10";"4.10";"2";"MOL";"-1";"35";"7";"1";"1";"476.2787";"-0.07";"NEUTRAL";"C28H36N4O3";"CC(C)O[C@H]1CC[C@H](C(=O)N2c3cc(N4C[C@@H]5C[C@H]4CO5)ccc3Nc3ncccc3C2C)CC1";"NSTOLUBLPHCKFS-ROPIDPSMSA-N"
"CHEMBL5083515";"";"";"Unknown";"";"454.57";"6";"7";"4.70";"57.70";"5";"1";"0";"2";"N";"0.57";"12.76";"5.52";"4.85";"4.84";"3";"MOL";"-1";"34";"6";"1";"0";"454.2369";"-0.94";"NEUTRAL";"C28H30N4O2";"O=C(C1CCc2ccccc2CC1)N1Cc2cccnc2Nc2ccc(N3CCOCC3)cc21";"ZGJIUUQQZUDAKL-UHFFFAOYSA-N"
"CHEMBL4857143";"";"";"Unknown";"";"620.70";"2";"4";"4.29";"134.66";"10";"1";"1";"7";"N";"0.27";"13.73";"None";"4.99";"4.99";"2";"MOL";"-1";"45";"10";"1";"1";"620.2621";"2.06";"NEUTRAL";"C35H40O10";"CC(=O)O[C@@H]1C[C@@H](C)[C@]23OC(C)(C)[C@H]([C@@H](O)[C@H](OC(=O)c4ccccc4)[C@@]2(C)[C@H]1OC(C)=O)[C@H]3OC(=O)/C=C/c1ccccc1";"AYFLMIKBWXAFOA-VICOLCJMSA-N"
"CHEMBL4745763";"";"";"Unknown";"";"393.45";"1";"2";"4.29";"72.18";"7";"1";"0";"6";"N";"0.39";"13.28";"None";"4.24";"4.24";"4";"MOL";"-1";"28";"6";"1";"0";"393.1060";"-2.36";"NEUTRAL";"C20H16FN5OS";"Cc1cc(Nc2ccc(F)cc2)n2nc(SCC(=O)c3ccccc3)nc2n1";"GBPQYHPPWLDXOH-UHFFFAOYSA-N"
"CHEMBL64";"ISONIAZID";"ARMAZID|ARMAZIDE|ATCOTIBINE|CEDIN|COTINAZIN|DIANICOTYL|DOW-ISONIAZID|ERALON|ERTUBAN|HIDRASONIL|HYDRAZID|HYZYD|IPCAZIDE|ISCOTIN|ISIDRINA|ISOBICINA|ISONIAZID|ISONIAZIDUM|ISONICOTAN|ISONICOTINYLHYDRAZINE|Isoniazid|LANIAZID|MYBASAN|NEUMANDIN|NICOTIBINE|NSC-9659|Nydrazid|RIMIFON|STANOZIDE|TEEBACONIN|TISIODRAZIDA";"Small molecule";"4.0";"137.14";"275";"6329";"-0.31";"68.01";"3";"2";"0";"1";"N";"0.32";"13.61";"3.35";"-0.69";"-0.69";"1";"MOL";"0";"10";"4";"3";"0";"137.0589";"-1.62";"NEUTRAL";"C6H7N3O";"NNC(=O)c1ccncc1";"QRXWMOHMRWLFEY-UHFFFAOYSA-N"
"CHEMBL5185776";"";"";"";"";"390.83";"6";"9";"3.36";"76.88";"5";"1";"0";"4";"N";"0.58";"12.54";"5.02";"3.20";"3.20";"4";"MOL";"0";"28";"6";"1";"0";"390.0884";"-1.85";"NEUTRAL";"C21H15ClN4O2";"O=C(NCc1ccncc1)c1nn(-c2ccc(Cl)cc2)c(=O)c2ccccc12";"IWWASBWXIMPLAI-UHFFFAOYSA-N"
"CHEMBL4539310";"";"";"Unknown";"";"424.54";"2";"4";"4.06";"71.03";"6";"2";"0";"9";"N";"0.47";"7.48";"8.80";"4.30";"4.11";"2";"MOL";"-1";"31";"6";"2";"0";"424.2362";"0.31";"BASE";"C25H32N2O4";"CCCCc1c(OC)cc(OC)c(C(=O)/C=C/c2cccc(N3CCNCC3)c2)c1O";"YGIMGQXXPNYGDY-ZHACJKMWSA-N"
"CHEMBL4522759";"";"";"Unknown";"";"541.65";"3";"3";"4.65";"89.13";"7";"2";"1";"5";"N";"0.49";"None";"4.95";"2.79";"2.79";"3";"MOL";"-1";"40";"8";"2";"1";"541.2577";"0.49";"NEUTRAL";"C32H35N3O5";"COc1cc2c(c(OC)c1OC)-c1ccc(N3CCC4c5ccccc5NC4C3)c(=O)cc1[C@@H](NC(C)=O)CC2";"UVOXPOFOUKKREC-DOTRQFKVSA-N"
"CHEMBL4176113";"";"";"Small molecule";"";"368.40";"3";"5";"4.63";"91.06";"6";"2";"0";"4";"N";"0.55";"9.80";"4.13";"5.09";"5.09";"4";"MOL";"-1";"28";"6";"2";"0";"368.1273";"-1.35";"NEUTRAL";"C22H16N4O2";"COc1ccc(Nc2nc(-c3cccc(C#N)c3)nc3ccccc23)cc1O";"WROFPAOOPRLSQD-UHFFFAOYSA-N"
"CHEMBL2449404";"";"";"Small molecule";"";"445.56";"1";"1";"4.79";"66.84";"4";"1";"0";"12";"N";"0.41";"None";"None";"5.00";"5.00";"3";"MOL";"-1";"33";"5";"1";"0";"445.2253";"-0.82";"NEUTRAL";"C28H31NO4";"CCCN(C[C@@H](O)COc1ccccc1C(=O)CCc1ccccc1)C(=O)c1ccccc1";"MPXNGMKBHHFOKP-XMMPIXPASA-N"
"CHEMBL57394";"";"1-Naphthylamine|Naphthalen-1-ylamine";"Small molecule";"";"143.19";"26";"43";"2.42";"26.02";"1";"1";"0";"0";"Y";"0.56";"None";"4.13";"2.13";"2.13";"2";"MOL";"-1";"11";"1";"2";"0";"143.0735";"-0.21";"NEUTRAL";"C10H9N";"Nc1cccc2ccccc12";"RUFPHBVGCFYCNW-UHFFFAOYSA-N"
"CHEMBL1935211";"";"";"Small molecule";"";"334.37";"3";"4";"4.46";"55.76";"4";"1";"0";"5";"N";"0.55";"6.81";"None";"4.91";"4.23";"3";"MOL";"-1";"25";"4";"1";"0";"334.1205";"0.23";"NEUTRAL";"C21H18O4";"COc1ccc(/C=C/C(=O)c2ccc3ccccc3c2O)cc1OC";"AOXZKEBKRSOYMQ-YRNVUSSQSA-N"
"CHEMBL4098086";"";"";"Small molecule";"";"317.41";"1";"2";"3.11";"68.01";"4";"2";"0";"4";"N";"0.90";"None";"7.56";"2.03";"1.65";"1";"MOL";"-1";"21";"4";"3";"0";"317.1373";"-1.01";"NEUTRAL";"C14H21F2N3OS";"CC(C)C(N)c1nc(C(=O)NC2CCC(F)(F)CC2)cs1";"QLMYBKIMHBTQQV-UHFFFAOYSA-N"
"CHEMBL2059232";"";"";"Small molecule";"";"430.55";"1";"1";"3.79";"53.01";"5";"1";"0";"8";"N";"0.55";"None";"6.78";"4.91";"4.82";"3";"MOL";"-1";"32";"5";"1";"0";"430.2256";"-1.08";"NEUTRAL";"C27H30N2O3";"Cc1ccccc1N1CCN(CC(O)COc2ccc(C(=O)c3ccccc3)cc2)CC1";"MVWWYUZPHVDEHS-UHFFFAOYSA-N"
"CHEMBL3775556";"";"";"Small molecule";"";"776.88";"2";"9";"5.04";"181.19";"13";"2";"3";"11";"N";"0.18";"13.62";"None";"5.60";"5.60";"2";"MOL";"-1";"56";"13";"2";"3";"776.3408";"1.91";"NEUTRAL";"C43H52O13";"CC(=O)O[C@H]1CC[C@](C)(O)[C@]23OC(C)(C)[C@H]([C@H](OC(=O)/C=C/c4ccccc4)[C@H](OC(=O)c4ccccc4)[C@]12C)[C@H]3OC(=O)CCC(=O)OC1CCCCC1O";"AZDCGCCRQQHLKY-ULVBSSPBSA-N"
"CHEMBL376877";"";"";"Small molecule";"";"398.55";"1";"1";"7.09";"32.34";"2";"1";"1";"5";"N";"0.50";"11.99";"None";"7.87";"7.87";"3";"MOL";"-1";"30";"3";"1";"1";"398.2358";"-0.75";"NEUTRAL";"C27H30N2O";"CCC(C)c1ccc(N2C(=O)c3ccccc3NC2c2ccc(C(C)C)cc2)cc1";"DAVMPNDGZVXWPX-UHFFFAOYSA-N"
"CHEMBL1449";"TICARCILLIN";"TICARCILLIN|Ticarcillin";"Small molecule";"4.0";"384.44";"65";"878";"0.55";"124.01";"6";"3";"0";"5";"N";"0.50";"3.09";"None";"0.60";"-5.97";"1";"MOL";"0";"25";"8";"3";"0";"384.0450";"0.13";"ACID";"C15H16N2O6S2";"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O";"OHKOGUYZJXTSFX-KZFFXBSXSA-N"
"CHEMBL24";"ATENOLOL";"ANTIPRESSAN|ATENAMIN|ATENIX-100|ATENIX-25|ATENIX-50|ATENOLOL|ATENOLOLUM|BETACARD|C07AB03|COROTENOL|DURAATENOLOL|Esatenolol|ICI 66,082|ICI 66082|ICI-66082|Ibinolo|JUVENTAL|KENTOL|MYOCORD|NOVATEN|NSC-757832|PRENORMINE|TENORMIN 25|TENORMIN L.S.|TOTAMOL|Tenormin|UROSIN|Unibloc|VASATEN";"Small molecule";"4.0";"266.34";"184";"941";"0.45";"84.58";"4";"3";"0";"8";"N";"0.64";"None";"9.67";"0.43";"-1.80";"1";"MOL";"0";"19";"5";"4";"0";"266.1630";"-0.62";"BASE";"C14H22N2O3";"CC(C)NCC(O)COc1ccc(CC(N)=O)cc1";"METKIMKYRPQLGS-UHFFFAOYSA-N"
"CHEMBL1726";"NISOLDIPINE";"BAY K 5552|BAY-K-5552|BAYMYCARD|GEOMATRIX 16E|NISOLDIPIN|NISOLDIPINE|NISOLDIPINE (STN)|NSC-759106|SYSCOR MR 10|SYSCOR MR 20|SYSCOR MR 30|Sular";"Small molecule";"4.0";"388.42";"149";"864";"3.20";"107.77";"7";"1";"0";"6";"N";"0.45";"None";"None";"3.06";"3.06";"1";"MOL";"0";"28";"8";"1";"0";"388.1634";"-0.75";"NEUTRAL";"C20H24N2O6";"COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-]";"VKQFCGNPDRICFG-UHFFFAOYSA-N"
"CHEMBL411884";"";"";"Small molecule";"";"756.80";"2";"4";"5.29";"167.03";"13";"0";"3";"10";"N";"0.19";"None";"None";"6.10";"6.10";"3";"MOL";"-1";"55";"13";"0";"3";"756.2782";"1.74";"NEUTRAL";"C42H44O13";"CC(=O)OC[C@]12[C@H](OC(=O)c3ccccc3)[C@H](OC(=O)c3ccccc3)[C@@H]3[C@@H](OC(C)=O)[C@]1(OC3(C)C)[C@H](C)C[C@H](OC(=O)c1ccccc1)[C@@H]2OC(C)=O";"FLSLDMAEEUGUQI-SHPXBDENSA-N"
"CHEMBL2369622";"";"";"Unknown";"";"1117.44";"2";"5";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"1116.6835";"None";"None";"C60H92N8O12";"CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H]([C@H](O)c2ccccc2)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]([C@@H](C)CC)OC(=O)[C@H](C(C)(C)O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C1=O";"CCOLHNQBJDUNIC-ZTQNXGPISA-N"
"CHEMBL394269";"";"";"Small molecule";"";"584.62";"2";"4";"3.62";"147.80";"11";"1";"2";"6";"N";"0.39";"13.67";"None";"3.09";"3.09";"2";"MOL";"-1";"42";"11";"1";"2";"584.2258";"1.90";"NEUTRAL";"C31H36O11";"CC(=O)O[C@@H]1[C@H]2C[C@H](OC(=O)c3ccco3)[C@]3(C)[C@@H](OC(C)=O)[C@@H](OC(=O)c4ccccc4)C[C@@](C)(O)[C@@]13OC2(C)C";"ULHAEQMYHVOPAQ-FTLSXCLFSA-N"
"CHEMBL3330560";"";"";"Small molecule";"";"507.60";"6";"9";"6.14";"92.31";"8";"1";"2";"8";"N";"0.20";"12.21";"1.97";"7.20";"7.20";"5";"MOL";"-1";"37";"7";"1";"2";"507.1641";"-2.24";"NEUTRAL";"C28H22FN7S";"Cc1ccc(Cn2cc(CSc3nc(Nc4ccccc4F)c(C#N)c(-c4ccccc4)n3)nn2)cc1";"WFXXEUITQYOTLB-UHFFFAOYSA-N"
"CHEMBL1470839";"";"";"Small molecule";"";"320.18";"38";"55";"4.41";"38.33";"2";"1";"0";"2";"N";"0.89";"13.71";"None";"4.25";"4.25";"2";"MOL";"-1";"21";"3";"1";"0";"319.0167";"-1.25";"NEUTRAL";"C16H11Cl2NO2";"O=C(Nc1ccc(Cl)c(Cl)c1)C1=Cc2ccccc2OC1";"RZKJJJGXPVYJKY-UHFFFAOYSA-N"
"CHEMBL639";"AZELASTINE";"AZELASTINE|Azelastine|NSC-758971";"Small molecule";"4.0";"381.91";"35";"129";"4.30";"38.13";"4";"0";"0";"3";"N";"0.68";"None";"8.88";"4.04";"2.55";"3";"MOL";"0";"27";"4";"0";"0";"381.1608";"-1.06";"BASE";"C22H24ClN3O";"CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1";"MBUVEWMHONZEQD-UHFFFAOYSA-N"
"CHEMBL2141192";"";"";"Small molecule";"";"479.54";"1";"2";"4.63";"76.11";"7";"0";"0";"5";"N";"0.37";"None";"1.73";"4.75";"4.75";"5";"MOL";"-1";"36";"8";"0";"0";"479.1957";"-1.70";"NEUTRAL";"C28H25N5O3";"COc1cccc(-c2cc3nc(-c4ccccc4)cc(N4CCN(C(=O)c5ccco5)CC4)n3n2)c1";"DCNPZXSAYCIWSI-UHFFFAOYSA-N"
"CHEMBL1867569";"";"";"Small molecule";"";"479.54";"8";"13";"4.63";"76.11";"7";"0";"0";"5";"N";"0.37";"None";"1.78";"4.83";"4.83";"5";"MOL";"-1";"36";"8";"0";"0";"479.1957";"-1.34";"NEUTRAL";"C28H25N5O3";"COc1ccc(-c2cc3nc(-c4ccccc4)cc(N4CCN(C(=O)c5ccoc5)CC4)n3n2)cc1";"QPGNQMAWRUPJPY-UHFFFAOYSA-N"
"CHEMBL4092304";"";"";"Small molecule";"";"1331.08";"3";"4";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"1328.3389";"None";"None";"C60H70Br2N10O15";"CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCc2cn(CCOCCOCCOCCOCCOCCn3cc(COC(=O)C4=C(C)NC(C)=C(C(=O)OCC)C4c4c(-c5cccc(Br)c5)noc4C)nn3)nn2)C1c1c(-c2cccc(Br)c2)noc1C";"RARBNPQTVOKALU-UHFFFAOYSA-N"
"CHEMBL1201373";"MEVINOLINIC ACID";"Mevinolinic acid";"Small molecule";"";"422.56";"4";"4";"3.72";"104.06";"5";"3";"0";"10";"N";"0.46";"4.21";"None";"3.24";"0.21";"0";"MOL";"-1";"30";"6";"3";"0";"422.2668";"2.16";"ACID";"C24H38O6";"CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21";"QLJODMDSTUBWDW-BXMDZJJMSA-N"
"CHEMBL113650";"";"";"Small molecule";"";"296.41";"6";"14";"5.43";"18.46";"2";"0";"1";"6";"N";"0.66";"None";"None";"5.49";"5.49";"2";"MOL";"-1";"22";"2";"0";"1";"296.1776";"-0.08";"NEUTRAL";"C20H24O2";"CC/C(=C(/CC)c1ccc(OC)cc1)c1ccc(OC)cc1";"VQOAQMIKPYNCMV-FMQUCBEESA-N"
"CHEMBL809";"SERTRALINE";"SERTRALINE|Sertraline";"Small molecule";"4.0";"306.24";"192";"992";"5.18";"12.03";"1";"1";"1";"2";"N";"0.81";"None";"9.56";"5.15";"3.02";"2";"MOL";"0";"20";"1";"1";"1";"305.0738";"0.12";"BASE";"C17H17Cl2N";"CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21";"VGKDLMBJGBXTGI-SJCJKPOMSA-N"
"CHEMBL3613158";"";"";"Small molecule";"";"292.26";"8";"10";"4.31";"37.30";"2";"1";"0";"3";"N";"0.68";"7.87";"None";"4.46";"4.34";"2";"MOL";"-1";"21";"2";"1";"0";"292.0711";"-0.38";"NEUTRAL";"C16H11F3O2";"O=C(/C=C/c1ccccc1C(F)(F)F)c1ccc(O)cc1";"PWZXRLJPNZIKGI-JXMROGBWSA-N"
"CHEMBL3763735";"";"";"Small molecule";"";"439.42";"5";"7";"2.37";"126.36";"8";"1";"0";"5";"N";"0.47";"7.35";"5.25";"2.64";"2.31";"3";"MOL";"-1";"32";"10";"1";"0";"439.1380";"-0.72";"NEUTRAL";"C22H21N3O7";"COc1cc(O)c2c(=O)cc(C(=O)N3CCN(Cc4ccc([N+](=O)[O-])cc4)CC3)oc2c1";"LGBWAUIWHROVPX-UHFFFAOYSA-N"
"CHEMBL350775";"BIRICODAR";"BIRICODAR|Biricodar";"Small molecule";"2.0";"603.72";"6";"6";"5.02";"117.15";"9";"0";"2";"15";"N";"0.13";"None";"5.86";"4.77";"4.76";"3";"MOL";"0";"44";"10";"0";"2";"603.2945";"-0.02";"NEUTRAL";"C34H41N3O7";"COc1cc(C(=O)C(=O)N2CCCC[C@H]2C(=O)OC(CCCc2cccnc2)CCCc2cccnc2)cc(OC)c1OC";"CGVWPQOFHSAKRR-NDEPHWFRSA-N"
"CHEMBL3187560";"";"";"Small molecule";"";"76.12";"4";"11";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"76.0095";"None";"None";"CH4N2S";"N.N#CS";"SOIFLUNRINLCBN-UHFFFAOYSA-N"
"CHEMBL2132585";"";"";"Small molecule";"";"483.96";"1";"4";"5.27";"66.88";"6";"0";"1";"4";"N";"0.35";"None";"1.74";"5.51";"5.51";"5";"MOL";"-1";"35";"7";"0";"1";"483.1462";"-1.91";"NEUTRAL";"C27H22ClN5O2";"O=C(c1ccco1)N1CCN(c2cc(-c3ccccc3)nc3cc(-c4cccc(Cl)c4)nn23)CC1";"IDDPCRZLFMEROI-UHFFFAOYSA-N"
"CHEMBL4216382";"";"";"Small molecule";"";"481.55";"4";"5";"4.75";"80.76";"6";"1";"0";"7";"N";"0.38";"None";"5.82";"4.51";"4.50";"4";"MOL";"-1";"36";"7";"1";"0";"481.2002";"-1.24";"NEUTRAL";"C29H27N3O4";"COc1cc2c(cc1OC)CN(CC(=O)c1cccc(NC(=O)c3ccc4ccccc4n3)c1)CC2";"YGCVIWZWDQCAOG-UHFFFAOYSA-N"
"CHEMBL444075";"";"XR-9544";"Small molecule";"";"586.69";"15";"42";"6.36";"92.79";"6";"2";"2";"9";"N";"0.21";"None";"8.36";"5.99";"4.99";"5";"MOL";"-1";"44";"8";"2";"2";"586.2580";"-1.20";"NEUTRAL";"C36H34N4O4";"COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccccc3NC(=O)c3cnc4ccccc4c3)cc1)CC2";"TZASTBIDWCFCGN-UHFFFAOYSA-N"
"CHEMBL3358048";"";"";"Small molecule";"";"354.45";"7";"17";"3.04";"62.40";"4";"1";"0";"2";"N";"0.84";"12.34";"7.65";"2.66";"2.21";"2";"MOL";"-1";"26";"5";"1";"0";"354.1943";"1.33";"NEUTRAL";"C21H26N2O3";"CC[C@H]1CN(C)[C@H]2Cc3c([nH]c4ccccc34)C(=O)C[C@H]1[C@@H]2C(=O)OC";"FFVRRQMGGGTQRH-HBMYEMETSA-N"
"CHEMBL1417986";"";"";"Small molecule";"";"435.92";"8";"9";"4.22";"66.88";"6";"0";"0";"3";"N";"0.48";"None";"2.42";"3.35";"3.35";"4";"MOL";"-1";"31";"7";"0";"0";"435.1462";"-1.94";"NEUTRAL";"C23H22ClN5O2";"Cc1cc(N2CCN(C(=O)c3ccco3)CC2)n2nc(C)c(-c3ccc(Cl)cc3)c2n1";"DQDRDXVZQCBUOU-UHFFFAOYSA-N"
"CHEMBL3110293";"";"";"Small molecule";"";"547.41";"3";"14";"5.60";"93.56";"5";"2";"2";"8";"N";"0.26";"None";"None";"5.00";"5.00";"5";"MOL";"-1";"36";"7";"2";"2";"546.0790";"-0.64";"NEUTRAL";"C28H23BrN2O5";"COc1ccc2[nH]cc(CCNC(=O)c3cc(=O)c4cc(OCc5ccc(Br)cc5)ccc4o3)c2c1";"TZPQAJICYCJLLD-UHFFFAOYSA-N"
"CHEMBL3397201";"";"";"Small molecule";"";"477.01";"5";"6";"4.71";"65.54";"4";"1";"0";"7";"N";"0.54";"None";"5.05";"3.82";"3.82";"3";"MOL";"-1";"34";"6";"1";"0";"476.1979";"-1.59";"NEUTRAL";"C27H29ClN4O2";"CN(c1ccc(Cl)cc1)c1ccccc1C(=O)N1CCC(C(=O)NCCc2ccncc2)CC1";"JBQZUJBIXXVGSK-UHFFFAOYSA-N"
"CHEMBL386630";"TESTOSTERONE";"ANDROPATCH|AXIRON|Androderm|Androgel|Androgel 1%|Delatestryl|FORTESTA|INTRINSA|NATESTO|NSC-9700|STRIANT|STRIANT SR|TESTIM|TESTODERM|TESTODERM TTS|TESTOGEL|TESTOPATCH|TESTOPEL|TESTORAL|TESTOSTERONE|TESTOSTERONE CIII|TOSTRAN|Testim|Testim 1%|Testosterone|VOGELXO";"Small molecule";"4.0";"288.43";"211";"1472";"3.88";"37.30";"2";"1";"0";"0";"N";"0.73";"None";"None";"3.37";"3.37";"0";"MOL";"0";"21";"2";"1";"0";"288.2089";"2.52";"NEUTRAL";"C19H28O2";"C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O";"MUMGGOZAMZWBJJ-DYKIIFRCSA-N"
